"text", "translation"
"2着は%h_rank_l2\n3着は%h_rank_l3","2nd place is %h_rank_l23rd place is %h_rank_l3"
"あざやかに差しきっ%h_rank_ta1","A brightly colored insert %h_rank_ta1"
"%h_rank_l1、差しきった！","%h_rank_l1, she's got him!"
"死力を尽くした消耗戦\n勝っ%h_rank_ta1","Win a battle of attrition with deadly force %h_rank_ta1"
"1着は%h_rank1\n最後はヘロヘロになりながらも\n何とか逃げ切りました","The first place went to %h_rank1, who was exhausted at the end, but managed to escape."
"苦しかったこのレース\n最後の最後に笑っ%h_rank_ta1","Laughing at the end of this difficult race %h_rank_ta1"
"これは強かった%h_rank_l1！\n日本の砂の上にもはや敵はいないのか～っ！","This thing was strong %h_rank_l1! You no longer have any enemies on the sands of Japan～!"
"最速スプリンターの名は\nやはりこのウマ娘にふさわしい！\n%h_rank_l1！","The name of the fastest sprinter is still appropriate for this horse girl! %h_rank_l1!"
"%h_rank_l1！\n春の中距離最強ウマ娘の称号を\n見事に獲得しました！","%h_rank_l1! You have successfully won the title of the strongest horse girl in the middle distance in the spring!"
"勝っ%h_rank_ta1！\n今年も汚れなき桜の女王の誕生だ！","Winner %h_rank_ta1! Another year, another untainted cherry blossom queen!"
"勝っ%h_rank_ta1！\n皐月を制し、三冠の一角を手に入れました！","Winner %h_rank_ta1! She's won the satsuki, and now she's got a piece of the Triple Crown!"
"勝っ%h_rank_ta1！\n現役最強の名を、見事勝ち取った！","Winner %h_rank_ta1! I've won the title of the best in the world!"
"やりました、%h_rank_l1！\nここ、府中の芝で見事、マイル王に輝いた！","We did it, %h_rank_l1! Here she is, on the turf of Fuchu, the king of the mile!"
"しのぎを削る熱い戦いを制し\n見事女王の戴冠を\n受け%h_rank_ta1！","She was crowned queen in a hotly contested battle, and is now the queen %h_rank_ta1!"
"%h_rank1、完勝です！\n樫の女王の栄冠を\n手にし%h_rank_ta1！","A complete victory, %h_rank1! You've been crowned Queen of the Oaks, %h_rank_ta1!"
"やった！　見事勝利し%h_rank_ta1！\nついに栄光のダービー制覇！！！","Yes! A brilliant victory for %h_rank_ta1! Finally, a glorious Derby victory!"
"%h_rank1、勝ちました！\n上半期のマイル女王の座に\n輝い%h_rank_ta1！","%h_rank1, you've won! The reigning mileage queen of the first half of the year, %h_rank_ta1!"
"お見事！　宝塚の主役を\n勝ち取っ%h_rank_ta1！\n夢をかなえた！","Well done! The leading role in this Takarazuka was played by %h_rank_ta1! A dream has come true!"
"熾烈な電撃戦を制し%h_rank_ta1！\nスプリンターズステークス、完勝だ！","She wins the fierce blitzkrieg, %h_rank_ta1! Sprinters Stakes, a complete victory!"
"秋の京都に女王降臨！\n%h_rank_l1！　見事に秋華賞を制した！","The queen comes to Kyoto in autumn! %h_rank_l1! She's won the Akika-sho with flying colors!"
"勝っ%h_rank_ta1！\n菊の舞台で見事、勝利を掴んだ！","Winner %h_rank_ta1! She's won the Chrysanthemum stage in style!"
"やったぞ、%h_rank_l1！\n並み居る強豪をねじ伏せ\n今、天皇賞（秋）を制覇した！","We did it, %h_rank_l1! She's defeated all the best of the best and now she's won the Emperor's Championship!"
"京都の坂を越え、%h_rank_l1\n今、堂々とした貫禄とともに女王が帰還した！","Across the slopes of Kyoto, %h_rank_l1 now, the queen has returned with an imposing dignity!"
"%h_rank_l1\n並み居るライバルを蹴散らして\n見事マイル女王に輝いた！","%h_rank_l1 The queen of the mile, beating all her rivals to the punch!"
"やったぞ、%h_rank_l1！\n並み居る刺客を返り討ち！　圧巻の勝利だ！","We did it, %h_rank_l1! We've defeated all the assassins! A stunning victory!"
"%h_rank_l1！\nチャンピオンズカップを制し\n名実ともにダート女王の座を奪取した！","%h_rank_l1! She's won the Champions Cup and taken the title of Queen of Dirt in both name and reality!"
"師走の阪神に\nその名をあげ%h_rank_ta1！\nあらたなる女王の誕生だ！","She's made a name for herself at Hanshin this year-end! A new queen is born! %h_rank_ta1!"
"勝っ%h_rank_ta1！\nこの娘こそ来年のクラシックの\n台風の目となっていくのか！","Winner %h_rank_ta1! This is the girl who's going to be the eye of the storm in next year's Classic!"
"夢のグランプリを\n制し%h_rank_ta1！\n年末最後の大一番を制し\n栄光のセンターの座を手に入れた！","I've won the Grand Prix of my dreams, and I'm %h_rank_ta1! We won the last big game of the year and got the glorious position of the center!"
"%h_rank1、一等星の輝きを見せ\nクラシックへと繋がる道へ\n第1歩を踏みだした！","%h_rank1, showing the brilliance of a first-rate star, has taken the first step on the path that leads to the classics!"
"%h_rank_l1！やりました！\n%h_rank_no1チャレンジが\nここからはじまります！！！","%h_rank_l1, I did it! The %h_rank_no1 challenge starts here!"
"ビギナー戦を\n勝ちあがっ%h_rank_ta1！\n%h_rank1だ！\nリトルスターカップの頂点を目指し\n最高の滑り出しだ！","Winner of the beginner round, %h_rank_ta1! It's %h_rank1! We're off to a great start to reach the top of the Little Star Cup!"
"苦しい戦いから\n抜けだし%h_rank_ta1！\n%h_rank_no1挑戦が\nここからはじまるぞ！！！","We're out of this fight, and the %h_rank_ta1! The %h_rank_no1 challenge begins here!"
"ヴァルゴで\n勝利をあげ%h_rank_ta1！\nあらたなシーズンでは、アリエスに挑むことになる！","Victory in Vargo and %h_rank_ta1! In the new season, you'll take on Aries!"
"アリエスを\n制し%h_rank_ta1！\n苦しい特訓の成果をだしきって\n見事次のステップ、カシオペアに進みました！","%h_rank_ta1 has won the Aries! The hard training has paid off, and she's brilliantly moved on to the next step, Cassiopeia!"
"カシオペアに見守られ、最初にゴールに\n飛び込んだのは%h_rank1！\nリトルスターカップの頂点まで、あとひとつだ！","Under the watchful eye of Cassiopeia, the first one to jump into the goal was %h_rank1! We're one step closer to the top of the Little Star Cup!"
"ついに決着！リトルスターカップの頂点は\n%h_rank_l1！\nトゥインクル・シリーズへのデビューに向け\n完璧な結果を残しました！","It's finally settled! The top of the Little Star Cup goes to %h_rank_l1! A perfect result for his debut in the Twinkle Series!"
"やはり強いぞ、%legend！\n圧倒的な力を示し、リトルスターカップ生の\n壁として立ちはだかった！","I knew you were strong, %legend! They showed their overwhelming power and stood as a wall for the Little Star Cup students!"
"今年は最強世代なのかっ！？\n%h_rank1\nなんとなんとデビュー前のウマ娘が\nレジェンドを打ち負かしたぞっ！","Are we the strongest generation this year? %h_rank1 What a surprise, a pre-debut Uma Musume has beaten Legend!"
"%h_rank1\nこれはあざやかに直線を駆け抜けました！","%h_rank1 This one went down the straightaway in a blaze of glory!"
"残り1000mを通過","Passing 1000m to go."
"残り400","400 remaining."
"400を切りました","We're under 400."
"栄光まで400","400 to glory."
"残り200","200 remaining."
"200を通過","Passing 200."
"1コーナーからそして2コーナーへ\n向かっていきます","Heading out of the first corner and towards the second."
"1コーナーから2コーナーへ向かう","Going from the first corner to the second corner"
"さあ1コーナーから2コーナーへ\n向かっていくウマ娘たち","Now, from the first corner, the horse girls are heading for the second corner."
"第1コーナーまわって第2コーナー","Rounding the first corner and then the second corner"
"第2コーナーを抜け、向こう正面に入った","Coming out of the second corner and into the other side."
"2コーナーまわって向こう正面","Rounding the second corner and in front of the other side"
"第4コーナーを進んで直線へ向かう","Proceeding to the fourth corner and heading for the straight."
"第4コーナーカーブ","Corner 4 Curve"
"まもなく第4コーナーカーブ","Coming around the fourth corner soon."
"向こう正面に入って\n先頭は%h_rank1","Entering the front door, the leader is %h_rank1"
"向こう正面に入って先頭からシンガリまで\nおよそ%basin","Heading into the other side of the grounds, the field spans about %basin front to rear."
"2周目の向こう正面、各ウマ娘たちの動きが\n激しくなっています","On the other side of the second lap, the movement of each horse girl is getting more intense."
"2周目の向こう正面に入って\n変わらず先頭を突き進みます\n%h_rank1","She's still in the lead going into the other side of the second lap. %h_rank1"
"まずは1周目、正面スタンド前にあがっていく","First, the first lap, going up in front of the front stands."
"まずは1周目、正面スタンド前に入った","First, on the first lap, we entered in front of the front stands."
"1周目の直線\nスタンドの大歓声に迎えられながら\nウマ娘たちが走り抜ける","On the first lap of the race, the horse girls run down the straightaway to the cheers of the stands."
"1個目のホームストレッチです","This is the first home stretch."
"1周目のスタンド前にかかっていく","I'm going to take the first lap in front of the stands."
"向こう正面中間に入っていく","Going into the middle of the front door."
"これから第2コーナーへかかっていきます","We're going to take the second corner now."
"第3コーナーの淀の坂をくだる！","Heading down the slope of Yodo at the third corner!"
"大ケヤキを越え、4コーナーへ","Crossing the big zelkova tree and heading for the fourth corner"
